source,target
PPFIA1,chr11-q13.3
MBIP,chr14-q13.3
CXCL2,chr4-q13.3
EPGN,chr4-q13.3
MTHFD2L,chr4-q13.3
SV2C,chr5-q13.3
CTTN,chr11-q13.3
SDR9C7,chr12-q13.3
GPR182,chr12-q13.3
ZBTB39,chr12-q13.3
TAC3,chr12-q13.3
MYO1A,chr12-q13.3
NEMP1,chr12-q13.3
NAB2,chr12-q13.3
STAT6,chr12-q13.3
KLF13,chr15-q13.3
PDE8B,chr5-q13.3
NPFFR2,chr4-q13.3
MSC,chr8-q13.3
UGT2A2,chr4-q13.3
ANKRD31,chr5-q13.3
KIF5A,chr12-q13.3
AMBN,chr4-q13.3
GRSF1,chr4-q13.3
ANKRD17,chr4-q13.3
ATP5F1B,chr12-q13.3
PTGES3,chr12-q13.3
PRIM1,chr12-q13.3
HSD17B6,chr12-q13.3
NACA,chr12-q13.3
MTMR10,chr15-q13.3
TRPM1,chr15-q13.3
UGT2A1,chr4-q13.3
PF4V1,chr4-q13.3
CXCL1,chr4-q13.3
PF4,chr4-q13.3
PPBP,chr4-q13.3
CXCL5,chr4-q13.3
CXCL3,chr4-q13.3
CSN2,chr4-q13.3
ODAM,chr4-q13.3
FDCSP,chr4-q13.3
CSN3,chr4-q13.3
GOLGA8N,chr15-q13.3
ARHGAP11A,chr15-q13.3
GREM1,chr15-q13.3
DCTN2,chr12-q13.3
BAZ2A,chr12-q13.3
GOLGA8K,chr15-q13.3
HMGCR,chr5-q13.3
OTUD7A,chr15-q13.3
SCG5,chr15-q13.3
FADD,chr11-q13.3
ANO1,chr11-q13.3
ENC1,chr5-q13.3
CERT1,chr5-q13.3
RNF41,chr12-q13.3
POLK,chr5-q13.3
NABP2,chr12-q13.3
SLC39A5,chr12-q13.3
ANKRD52,chr12-q13.3
ANKDD1B,chr5-q13.3
COQ10A,chr12-q13.3
CS,chr12-q13.3
CNPY2,chr12-q13.3
IL23A,chr12-q13.3
STAT2,chr12-q13.3
APOF,chr12-q13.3
RDH16,chr12-q13.3
MYEOV,chr11-q13.3
CCND1,chr11-q13.3
LTO1,chr11-q13.3
FGF19,chr11-q13.3
FGF4,chr11-q13.3
SMIM38,chr11-q13.3
DDIT3,chr12-q13.3
IQGAP2,chr5-q13.3
F2RL2,chr5-q13.3
F2R,chr5-q13.3
F2RL1,chr5-q13.3
GFM2,chr5-q13.3
NSA2,chr5-q13.3
FAM169A,chr5-q13.3
R3HDM2,chr12-q13.3
NDUFA4L2,chr12-q13.3
PAN2,chr12-q13.3
FBLN1,chr22-q13.31
PNPLA3,chr22-q13.31
EFCAB6,chr22-q13.31
TBC1D22A,chr22-q13.31
PHF21B,chr22-q13.31
UPK3A,chr22-q13.31
GTSE1,chr22-q13.31
PRR5-ARHGAP8,chr22-q13.31
WNT7B,chr22-q13.31
SAMM50,chr22-q13.31
TTC38,chr22-q13.31
MTRNR2L3,chr20-q13.31
PRR5,chr22-q13.31
PMEPA1,chr20-q13.31
RAE1,chr20-q13.31
SPO11,chr20-q13.31
BMP7,chr20-q13.31
NUP50,chr22-q13.31
ATXN10,chr22-q13.31
FAM118A,chr22-q13.31
SMC1B,chr22-q13.31
TFAP2C,chr20-q13.31
CERK,chr22-q13.31
RTL6,chr22-q13.31
PARVG,chr22-q13.31
RIBC2,chr22-q13.31
PKDREJ,chr22-q13.31
SHISAL1,chr22-q13.31
TRMU,chr22-q13.31
GRAMD4,chr22-q13.31
CELSR1,chr22-q13.31
PARVB,chr22-q13.31
KIAA0930,chr22-q13.31
ARHGAP8,chr22-q13.31
RTF2,chr20-q13.31
FAM209A,chr20-q13.31
FAM209B,chr20-q13.31
CASS4,chr20-q13.31
SULT4A1,chr22-q13.31
PNPLA5,chr22-q13.31
GCNT7,chr20-q13.31
PPARA,chr22-q13.31
CDPF1,chr22-q13.31
RBM38,chr20-q13.31
HMGB1P1,chr20-q13.31
CTCFL,chr20-q13.31
PCK1,chr20-q13.31
ZBP1,chr20-q13.31
IGSF23,chr19-q13.31
ZNF155,chr19-q13.31
ZNF283,chr19-q13.31
PVR,chr19-q13.31
ZNF404,chr19-q13.31
ZNF230,chr19-q13.31
ZNF45,chr19-q13.31
ZNF428,chr19-q13.31
ZNF222,chr19-q13.31
CADM4,chr19-q13.31
PLAUR,chr19-q13.31
IRGC,chr19-q13.31
CEACAM16,chr19-q13.31
SMG9,chr19-q13.31
PINLYP,chr19-q13.31
LYPD5,chr19-q13.31
ZNF235,chr19-q13.31
PSG5,chr19-q13.31
PSG4,chr19-q13.31
PSG9,chr19-q13.31
CD177,chr19-q13.31
CCDC191,chr3-q13.31
PSG7,chr19-q13.31
ZNF229,chr19-q13.31
PSG11,chr19-q13.31
PSG2,chr19-q13.31
QTRT2,chr3-q13.31
LSAMP,chr3-q13.31
ATP6V1A,chr3-q13.31
PSG6,chr19-q13.31
XRCC1,chr19-q13.31
GRAMD1C,chr3-q13.31
ZNF221,chr19-q13.31
ZNF285,chr19-q13.31
DRD3,chr3-q13.31
TIGIT,chr3-q13.31
ZBTB20,chr3-q13.31
GAP43,chr3-q13.31
ZNF80,chr3-q13.31
ZNF112,chr19-q13.31
ZNF180,chr19-q13.31
ZNF223,chr19-q13.31
ZNF284,chr19-q13.31
ZNF224,chr19-q13.31
ZNF225,chr19-q13.31
ZNF234,chr19-q13.31
ZNF226,chr19-q13.31
ZNF227,chr19-q13.31
ZNF233,chr19-q13.31
IRGQ,chr19-q13.31
ZNF576,chr19-q13.31
SRRM5,chr19-q13.31
CEACAM20,chr19-q13.31
KCNN4,chr19-q13.31
CEACAM19,chr19-q13.31
ZDHHC23,chr3-q13.31
TEX101,chr19-q13.31
LYPD3,chr19-q13.31
PHLDB3,chr19-q13.31
ETHE1,chr19-q13.31
ZNF575,chr19-q13.31
NAA50,chr3-q13.31
APCDD1L,chr20-q13.32
ANKRD60,chr20-q13.32
VAPB,chr20-q13.32
C20orf85,chr20-q13.32
PHACTR3,chr20-q13.32
RAB22A,chr20-q13.32
EDN3,chr20-q13.32
STX16,chr20-q13.32
STX16-NPEPL1,chr20-q13.32
NPEPL1,chr20-q13.32
NELFCD,chr20-q13.32
TUBB1,chr20-q13.32
ATP5F1E,chr20-q13.32
PRELID3B,chr20-q13.32
TAFA5,chr22-q13.32
CTSZ,chr20-q13.32
ZNF831,chr20-q13.32
GNAS,chr20-q13.32
BCL3,chr19-q13.32
BLOC1S3,chr19-q13.32
C5AR2,chr19-q13.32
CKM,chr19-q13.32
CBLC,chr19-q13.32
PPP5C,chr19-q13.32
BCAM,chr19-q13.32
NPAS1,chr19-q13.32
TMEM160,chr19-q13.32
ZC3H4,chr19-q13.32
STRN4,chr19-q13.32
FOSB,chr19-q13.32
RTN2,chr19-q13.32
FKRP,chr19-q13.32
CLASRP,chr19-q13.32
C5AR1,chr19-q13.32
SLC1A5,chr19-q13.32
VASP,chr19-q13.32
TEX55,chr3-q13.32
GPR4,chr19-q13.32
GEMIN7,chr19-q13.32
SAE1,chr19-q13.32
IGSF11,chr3-q13.32
CCDC9,chr19-q13.32
RELB,chr19-q13.32
B4GALT4,chr3-q13.32
INAFM1,chr19-q13.32
PPP1R37,chr19-q13.32
UPK1B,chr3-q13.32
ARHGAP31,chr3-q13.32
CCDC8,chr19-q13.32
PNMA8A,chr19-q13.32
PNMA8B,chr19-q13.32
CALM3,chr19-q13.32
PTGIR,chr19-q13.32
DACT3,chr19-q13.32
SYMPK,chr19-q13.32
FOXA3,chr19-q13.32
IRF2BP1,chr19-q13.32
MYPOP,chr19-q13.32
NANOS2,chr19-q13.32
CCDC61,chr19-q13.32
PGLYRP1,chr19-q13.32
IGFL3,chr19-q13.32
DMWD,chr19-q13.32
RSPH6A,chr19-q13.32
MEIOSIN,chr19-q13.32
ERCC1,chr19-q13.32
AP2S1,chr19-q13.32
BBC3,chr19-q13.32
OPA3,chr19-q13.32
ARHGAP35,chr19-q13.32
NOVA2,chr19-q13.32
TRAPPC6A,chr19-q13.32
GIPR,chr19-q13.32
QPCTL,chr19-q13.32
FBXO46,chr19-q13.32
EXOC3L2,chr19-q13.32
PRKD2,chr19-q13.32
HIF3A,chr19-q13.32
EML2,chr19-q13.32
SNRPD2,chr19-q13.32
NECTIN2,chr19-q13.32
TOMM40,chr19-q13.32
APOE,chr19-q13.32
APOC1,chr19-q13.32
APOC4,chr19-q13.32
APOC4-APOC2,chr19-q13.32
APOC2,chr19-q13.32
CLPTM1,chr19-q13.32
KLC3,chr19-q13.32
PPP1R13L,chr19-q13.32
POLR1G,chr19-q13.32
ERCC2,chr19-q13.32
DMPK,chr19-q13.32
PNMA8C,chr19-q13.32
PPM1N,chr19-q13.32
GNG8,chr19-q13.32
SIX5,chr19-q13.32
MARK4,chr19-q13.32
ZNF296,chr19-q13.32
IGFL4,chr19-q13.32
IGFL1,chr19-q13.32
IGFL2,chr19-q13.32
DHX34,chr19-q13.32
MEIS3,chr19-q13.32
SLC8A2,chr19-q13.32
KPTN,chr19-q13.32
NKPD1,chr19-q13.32
ZBED4,chr22-q13.33
SLC17A9,chr20-q13.33
PPP1R3D,chr20-q13.33
PSMA7,chr20-q13.33
CDH26,chr20-q13.33
RBBP8NL,chr20-q13.33
GID8,chr20-q13.33
SOX18,chr20-q13.33
UCKL1,chr20-q13.33
PIM3,chr22-q13.33
BHLHE23,chr20-q13.33
CDH4,chr20-q13.33
DENND6B,chr22-q13.33
RPS21,chr20-q13.33
DNAJC5,chr20-q13.33
SS18L1,chr20-q13.33
PPP6R2,chr22-q13.33
SYCP2,chr20-q13.33
ALG12,chr22-q13.33
LAMA5,chr20-q13.33
LSM14B,chr20-q13.33
OPRL1,chr20-q13.33
RGS19,chr20-q13.33
PCMTD2,chr20-q13.33
TCEA2,chr20-q13.33
GATA5,chr20-q13.33
ZNF512B,chr20-q13.33
FAM217B,chr20-q13.33
MYT1,chr20-q13.33
ADRM1,chr20-q13.33
SAMD10,chr20-q13.33
OSBPL2,chr20-q13.33
YTHDF1,chr20-q13.33
BIRC7,chr20-q13.33
NKAIN4,chr20-q13.33
ARFGAP1,chr20-q13.33
CHRNA4,chr20-q13.33
EEF1A2,chr20-q13.33
PPDPF,chr20-q13.33
PTK6,chr20-q13.33
FNDC11,chr20-q13.33
HELZ2,chr20-q13.33
ZBTB46,chr20-q13.33
TPD52L2,chr20-q13.33
ABHD16B,chr20-q13.33
ACR,chr22-q13.33
CRELD2,chr22-q13.33
MOV10L1,chr22-q13.33
SLCO4A1,chr20-q13.33
NTSR1,chr20-q13.33
MRGBP,chr20-q13.33
OGFR,chr20-q13.33
COL9A3,chr20-q13.33
PANX2,chr22-q13.33
TRABD,chr22-q13.33
TCFL5,chr20-q13.33
DIDO1,chr20-q13.33
TUBGCP6,chr22-q13.33
HDAC10,chr22-q13.33
MAPK12,chr22-q13.33
MAPK11,chr22-q13.33
MTG2,chr20-q13.33
GMEB2,chr20-q13.33
STMN3,chr20-q13.33
RTEL1-TNFRSF6B,chr20-q13.33
TNFRSF6B,chr20-q13.33
ARFRP1,chr20-q13.33
ZGPAT,chr20-q13.33
LIME1,chr20-q13.33
SLC2A4RG,chr20-q13.33
KCNQ2,chr20-q13.33
C20orf204,chr20-q13.33
LKAAEAR1,chr20-q13.33
SRMS,chr20-q13.33
NPBWR2,chr20-q13.33
IL17REL,chr22-q13.33
TTLL8,chr22-q13.33
MLC1,chr22-q13.33
PLXNB2,chr22-q13.33
LMF2,chr22-q13.33
NCAPH2,chr22-q13.33
SCO2,chr22-q13.33
TYMP,chr22-q13.33
KLHDC7B,chr22-q13.33
SYCE3,chr22-q13.33
CPT1B,chr22-q13.33
CHKB-CPT1B,chr22-q13.33
CHKB,chr22-q13.33
MAPK8IP2,chr22-q13.33
RTEL1,chr20-q13.33
ARSA,chr22-q13.33
ODF3B,chr22-q13.33
SELENOO,chr22-q13.33
HRH3,chr20-q13.33
ADM2,chr22-q13.33
MIOX,chr22-q13.33
SBF1,chr22-q13.33
SHANK3,chr22-q13.33
RABL2B,chr22-q13.33
COL20A1,chr20-q13.33
TAF4,chr20-q13.33
BRD1,chr22-q13.33
PRPF6,chr20-q13.33
TMEM143,chr19-q13.33
ZNF114,chr19-q13.33
CABLES2,chr20-q13.33
SULT2A1,chr19-q13.33
BSPH1,chr19-q13.33
CABP5,chr19-q13.33
KLK2,chr19-q13.33
PLA2G4C,chr19-q13.33
PPFIA3,chr19-q13.33
HRC,chr19-q13.33
LIG1,chr19-q13.33
TRPM4,chr19-q13.33
ZSWIM9,chr19-q13.33
SLC6A16,chr19-q13.33
TMEM39A,chr3-q13.33
TIMMDC1,chr3-q13.33
ODAD1,chr19-q13.33
PLA1A,chr3-q13.33
CD80,chr3-q13.33
CD37,chr19-q13.33
EMP3,chr19-q13.33
GYS1,chr19-q13.33
DKKL1,chr19-q13.33
CARD8,chr19-q13.33
ILDR1,chr3-q13.33
FSTL1,chr3-q13.33
NDUFB4,chr3-q13.33
EHD2,chr19-q13.33
NOP53,chr19-q13.33
TPRX1,chr19-q13.33
CRX,chr19-q13.33
IL4I1,chr19-q13.33
SIGLEC11,chr19-q13.33
VRK3,chr19-q13.33
ZNF473,chr19-q13.33
ASPDH,chr19-q13.33
LRRC4B,chr19-q13.33
SYT3,chr19-q13.33
C19orf81,chr19-q13.33
GPR32,chr19-q13.33
ACP4,chr19-q13.33
KLK1,chr19-q13.33
KLK15,chr19-q13.33
TEAD2,chr19-q13.33
JOSD2,chr19-q13.33
NUP62,chr19-q13.33
IZUMO1,chr19-q13.33
FGF21,chr19-q13.33
BCAT2,chr19-q13.33
HSD17B14,chr19-q13.33
PLEKHA4,chr19-q13.33
PPP1R15A,chr19-q13.33
TULP2,chr19-q13.33
NUCB1,chr19-q13.33
DHDH,chr19-q13.33
FTL,chr19-q13.33
GTF2E1,chr3-q13.33
HGD,chr3-q13.33
POGLUT1,chr3-q13.33
FUZ,chr19-q13.33
PTOV1,chr19-q13.33
PNKP,chr19-q13.33
MED25,chr19-q13.33
AKT1S1,chr19-q13.33
AP2A1,chr19-q13.33
SYNGR4,chr19-q13.33
KDELR1,chr19-q13.33
GRWD1,chr19-q13.33
KCNJ14,chr19-q13.33
SULT2B1,chr19-q13.33
SPACA4,chr19-q13.33
RPL18,chr19-q13.33
SPHK2,chr19-q13.33
DBP,chr19-q13.33
CA11,chr19-q13.33
FUT2,chr19-q13.33
MAMSTR,chr19-q13.33
KASH5,chr19-q13.33
PTH2,chr19-q13.33
SLC17A7,chr19-q13.33
PIH1D1,chr19-q13.33
ALDH16A1,chr19-q13.33
FLT3LG,chr19-q13.33
RPS11,chr19-q13.33
FCGRT,chr19-q13.33
RCN3,chr19-q13.33
NOSIP,chr19-q13.33
PRRG2,chr19-q13.33
RRAS,chr19-q13.33
SCAF1,chr19-q13.33
IRF3,chr19-q13.33
CPT1C,chr19-q13.33
TSKS,chr19-q13.33
RUVBL2,chr19-q13.33
LHB,chr19-q13.33
CGB5,chr19-q13.33
NTF4,chr19-q13.33
SNRNP70,chr19-q13.33
LIN7B,chr19-q13.33
C19orf73,chr19-q13.33
RABL3,chr3-q13.33
RPL13A,chr19-q13.33
STXBP5L,chr3-q13.33
PRMT1,chr19-q13.33
CGB1,chr19-q13.33
CGB2,chr19-q13.33
NTN5,chr19-q13.33
LRRC58,chr3-q13.33
CFAP91,chr3-q13.33
RASIP1,chr19-q13.33
GRIN2D,chr19-q13.33
FAM83E,chr19-q13.33
GSK3B,chr3-q13.33
FUT1,chr19-q13.33
POPDC2,chr3-q13.33
COX17,chr3-q13.33
BCL2L12,chr19-q13.33
GPR156,chr3-q13.33
GFY,chr19-q13.33
CGB8,chr19-q13.33
KCNA7,chr19-q13.33
LMTK3,chr19-q13.33
CGB3,chr19-q13.33
CGB7,chr19-q13.33
NR1I2,chr3-q13.33
KCNC3,chr19-q13.33
NR1H2,chr19-q13.33
NAPSA,chr19-q13.33
SPIB,chr19-q13.33
MYBPC2,chr19-q13.33
FAM71E1,chr19-q13.33
EMC10,chr19-q13.33
POLD1,chr19-q13.33
ATF5,chr19-q13.33
KLK3,chr19-q13.33
SELENOW,chr19-q13.33
CYTH2,chr19-q13.33
POLQ,chr3-q13.33
ARGFX,chr3-q13.33
FBXO40,chr3-q13.33
ELSPBP1,chr19-q13.33
PRR12,chr19-q13.33
TBC1D17,chr19-q13.33
MYH14,chr19-q13.33
CLEC11A,chr19-q13.33
BAX,chr19-q13.33
ADM5,chr19-q13.33
SHANK1,chr19-q13.33
BICRA,chr19-q13.33
NAPA,chr19-q13.33
ZNF541,chr19-q13.33
HCLS1,chr3-q13.33
IZUMO2,chr19-q13.33
IQCB1,chr3-q13.33
EAF2,chr3-q13.33
SLC15A2,chr3-q13.33
GOLGB1,chr3-q13.33
ADPRH,chr3-q13.33
CD86,chr3-q13.33
CASR,chr3-q13.33
NEU3,chr11-q13.4
PLEKHB1,chr11-q13.4
POLD3,chr11-q13.4
FCHSD2,chr11-q13.4
RELT,chr11-q13.4
ATG16L2,chr11-q13.4
ARHGEF17,chr11-q13.4
RNF169,chr11-q13.4
P4HA3,chr11-q13.4
PDE2A,chr11-q13.4
OR2AT4,chr11-q13.4
RPS3,chr11-q13.4
RNF121,chr11-q13.4
IL18BP,chr11-q13.4
LAMTOR1,chr11-q13.4
TOMT,chr11-q13.4
PHOX2A,chr11-q13.4
FOLR1,chr11-q13.4
ZNF705E,chr11-q13.4
DEFB108B,chr11-q13.4
DEFB131B,chr11-q13.4
RAB6A,chr11-q13.4
MRPL48,chr11-q13.4
COA4,chr11-q13.4
PAAF1,chr11-q13.4
DNAJB13,chr11-q13.4
UCP3,chr11-q13.4
PPME1,chr11-q13.4
PGM2L1,chr11-q13.4
LIPT2,chr11-q13.4
KCNE3,chr11-q13.4
UCP2,chr11-q13.4
FAM168A,chr11-q13.4
P2RY2,chr11-q13.4
P2RY6,chr11-q13.4
C2CD3,chr11-q13.4
LRTOMT,chr11-q13.4
ARAP1,chr11-q13.4
STARD10,chr11-q13.4
NADSYN1,chr11-q13.4
KRTAP5-7,chr11-q13.4
KRTAP5-8,chr11-q13.4
KRTAP5-9,chr11-q13.4
KRTAP5-10,chr11-q13.4
CLPB,chr11-q13.4
XRRA1,chr11-q13.4
SLCO2B1,chr11-q13.4
TPBGL,chr11-q13.4
ARRB1,chr11-q13.4
KLHL35,chr11-q13.4
SPCS2,chr11-q13.4
FOLR3,chr11-q13.4
NUMA1,chr11-q13.4
KRTAP5-11,chr11-q13.4
CHRDL2,chr11-q13.4
FOLR2,chr11-q13.4
INPPL1,chr11-q13.4
ANAPC15,chr11-q13.4
LRRC51,chr11-q13.4
SHANK2,chr11-q13.4
DHCR7,chr11-q13.4
ZNF614,chr19-q13.41
ZNF432,chr19-q13.41
ZNF616,chr19-q13.41
PPP2R1A,chr19-q13.41
ZNF766,chr19-q13.41
ZNF480,chr19-q13.41
ZNF610,chr19-q13.41
ZNF880,chr19-q13.41
ZNF528,chr19-q13.41
ZNF578,chr19-q13.41
ZNF808,chr19-q13.41
ZNF611,chr19-q13.41
ZNF28,chr19-q13.41
SIGLEC8,chr19-q13.41
CEACAM18,chr19-q13.41
SIGLEC12,chr19-q13.41
SIGLEC6,chr19-q13.41
ZNF175,chr19-q13.41
SIGLEC5,chr19-q13.41
HAS1,chr19-q13.41
FPR2,chr19-q13.41
FPR3,chr19-q13.41
FPR1,chr19-q13.41
ERVV-2,chr19-q13.41
SPACA6,chr19-q13.41
ZNF468,chr19-q13.41
ZNF649,chr19-q13.41
ZNF613,chr19-q13.41
ZNF350,chr19-q13.41
SIGLEC5,chr19-q13.41
ZNF841,chr19-q13.41
ZNF534,chr19-q13.41
ZNF816-ZNF321P,chr19-q13.41
ZNF816,chr19-q13.41
KLK9,chr19-q13.41
KLK10,chr19-q13.41
KLK11,chr19-q13.41
KLK12,chr19-q13.41
KLK13,chr19-q13.41
KLK14,chr19-q13.41
CTU1,chr19-q13.41
SIGLEC9,chr19-q13.41
SIGLEC7,chr19-q13.41
CD33,chr19-q13.41
IGLON5,chr19-q13.41
VSIG10L,chr19-q13.41
ETFB,chr19-q13.41
CLDND2,chr19-q13.41
NKG7,chr19-q13.41
LIM2,chr19-q13.41
C19orf84,chr19-q13.41
SIGLEC10,chr19-q13.41
SIGLECL1,chr19-q13.41
ZNF701,chr19-q13.41
ZNF615,chr19-q13.41
ZNF836,chr19-q13.41
ERVV-1,chr19-q13.41
ZNF83,chr19-q13.41
ZNF577,chr19-q13.41
ZNF600,chr19-q13.41
ZNF320,chr19-q13.41
KLK5,chr19-q13.41
KLK6,chr19-q13.41
KLK7,chr19-q13.41
SIGLEC14,chr19-q13.41
ZNF888,chr19-q13.41
KLK4,chr19-q13.41
KLK8,chr19-q13.41
KIR2DL3,chr19-q13.42
KIR2DL1,chr19-q13.42
KIR3DL1,chr19-q13.42
KIR3DL2,chr19-q13.42
FCAR,chr19-q13.42
NCR1,chr19-q13.42
NLRP7,chr19-q13.42
NLRP2,chr19-q13.42
PPP6R1,chr19-q13.42
GP6,chr19-q13.42
HSPBP1,chr19-q13.42
LAIR2,chr19-q13.42
RDH13,chr19-q13.42
BRSK1,chr19-q13.42
EPS8L1,chr19-q13.42
PPP1R12C,chr19-q13.42
TNNI3,chr19-q13.42
LILRA1,chr19-q13.42
SYT5,chr19-q13.42
PTPRH,chr19-q13.42
LILRB4,chr19-q13.42
TMEM86B,chr19-q13.42
DNAAF3,chr19-q13.42
TMEM150B,chr19-q13.42
KMT5C,chr19-q13.42
COX6B2,chr19-q13.42
FAM71E2,chr19-q13.42
IL11,chr19-q13.42
TMEM190,chr19-q13.42
TMEM238,chr19-q13.42
RPL28,chr19-q13.42
UBE2S,chr19-q13.42
ISOC2,chr19-q13.42
ZNF628,chr19-q13.42
NAT14,chr19-q13.42
SSC5D,chr19-q13.42
SBK2,chr19-q13.42
SBK3,chr19-q13.42
ZNF579,chr19-q13.42
FIZ1,chr19-q13.42
ZNF524,chr19-q13.42
ZNF784,chr19-q13.42
ZNF580,chr19-q13.42
ZNF581,chr19-q13.42
CCDC106,chr19-q13.42
EPN1,chr19-q13.42
NLRP9,chr19-q13.42
RFPL4AL1,chr19-q13.42
U2AF2,chr19-q13.42
ZNF845,chr19-q13.42
ZNF525,chr19-q13.42
ZNF765,chr19-q13.42
ZNF813,chr19-q13.42
DPRX,chr19-q13.42
ZNF331,chr19-q13.42
ZNF865,chr19-q13.42
NDUFA3,chr19-q13.42
PRPF31,chr19-q13.42
CNOT3,chr19-q13.42
LENG1,chr19-q13.42
TMC4,chr19-q13.42
MBOAT7,chr19-q13.42
TSEN34,chr19-q13.42
RPS9,chr19-q13.42
LILRA6,chr19-q13.42
LILRB5,chr19-q13.42
LILRB2,chr19-q13.42
TFPT,chr19-q13.42
NLRP12,chr19-q13.42
MYADM,chr19-q13.42
PRKCG,chr19-q13.42
CACNG7,chr19-q13.42
CACNG8,chr19-q13.42
CACNG6,chr19-q13.42
VSTM1,chr19-q13.42
SHISA7,chr19-q13.42
C19orf85,chr19-q13.42
ZNF415,chr19-q13.42
LILRB1,chr19-q13.42
ZNF761,chr19-q13.42
ZNF347,chr19-q13.42
ZNF665,chr19-q13.42
ZNF677,chr19-q13.42
VN1R2,chr19-q13.42
VN1R4,chr19-q13.42
ZNF160,chr19-q13.42
TARM1,chr19-q13.42
LILRB3,chr19-q13.42
LILRA5,chr19-q13.42
LILRA4,chr19-q13.42
LAIR1,chr19-q13.42
TTYH1,chr19-q13.42
LENG8,chr19-q13.42
LENG9,chr19-q13.42
CDC42EP5,chr19-q13.42
TNNT1,chr19-q13.42
KIR2DL4,chr19-q13.42
LILRA2,chr19-q13.42
KIR3DL3,chr19-q13.42
RFPL4A,chr19-q13.42
OSCAR,chr19-q13.42
SLC27A5,chr19-q13.43
ZBTB45,chr19-q13.43
NLRP8,chr19-q13.43
NLRP11,chr19-q13.43
NLRP4,chr19-q13.43
A1BG,chr19-q13.43
MZF1,chr19-q13.43
ZNF497,chr19-q13.43
ZNF749,chr19-q13.43
ZNF837,chr19-q13.43
ZNF584,chr19-q13.43
RPS5,chr19-q13.43
ZNF324B,chr19-q13.43
ZNF471,chr19-q13.43
ZFP28,chr19-q13.43
ZNF470,chr19-q13.43
ZNF586,chr19-q13.43
ZNF274,chr19-q13.43
ZIM3,chr19-q13.43
DUXA,chr19-q13.43
ZNF264,chr19-q13.43
SMIM17,chr19-q13.43
ZNF835,chr19-q13.43
ZNF805,chr19-q13.43
ZNF460,chr19-q13.43
ZNF543,chr19-q13.43
ERVK3-1,chr19-q13.43
TRAPPC2B,chr19-q13.43
ZSCAN22,chr19-q13.43
ZNF548,chr19-q13.43
ZNF552,chr19-q13.43
ZNF587B,chr19-q13.43
ZNF587,chr19-q13.43
ZNF417,chr19-q13.43
ZNF256,chr19-q13.43
C19orf18,chr19-q13.43
ZNF547,chr19-q13.43
EDDM13,chr19-q13.43
ZNF583,chr19-q13.43
ZNF773,chr19-q13.43
ZNF549,chr19-q13.43
ZNF550,chr19-q13.43
ZNF416,chr19-q13.43
ZIK1,chr19-q13.43
ZNF134,chr19-q13.43
ZNF211,chr19-q13.43
ZNF304,chr19-q13.43
ZNF418,chr19-q13.43
ZNF71,chr19-q13.43
ZNF787,chr19-q13.43
ZNF444,chr19-q13.43
GALP,chr19-q13.43
ZSCAN5B,chr19-q13.43
ZNF17,chr19-q13.43
VN1R1,chr19-q13.43
RNF225,chr19-q13.43
ZSCAN5A,chr19-q13.43
ZNF551,chr19-q13.43
ZNF154,chr19-q13.43
ZNF671,chr19-q13.43
ZNF776,chr19-q13.43
ZSCAN5C,chr19-q13.43
ZNF582,chr19-q13.43
ZNF8,chr19-q13.43
ZNF544,chr19-q13.43
ZSCAN1,chr19-q13.43
ZNF135,chr19-q13.43
ZSCAN18,chr19-q13.43
ZNF329,chr19-q13.43
PEG3,chr19-q13.43
ZIM2,chr19-q13.43
ZNF446,chr19-q13.43
ZNF667,chr19-q13.43
ZNF132,chr19-q13.43
AURKC,chr19-q13.43
ZNF772,chr19-q13.43
ZNF324,chr19-q13.43
ZNF814,chr19-q13.43
NLRP5,chr19-q13.43
ZNF419,chr19-q13.43
ZSCAN4,chr19-q13.43
USP29,chr19-q13.43
NLRP13,chr19-q13.43
TRIM28,chr19-q13.43
UBE2M,chr19-q13.43
CHMP2A,chr19-q13.43
ZNF530,chr19-q13.43
ZNF606,chr19-q13.43
UVRAG,chr11-q13.5
GDPD5,chr11-q13.5
MOGAT2,chr11-q13.5
DGAT2,chr11-q13.5
SERPINH1,chr11-q13.5
LRRC32,chr11-q13.5
TSKU,chr11-q13.5
ACER3,chr11-q13.5
B3GNT6,chr11-q13.5
CAPN5,chr11-q13.5
OMP,chr11-q13.5
MAP6,chr11-q13.5
THAP12,chr11-q13.5
GVQW3,chr11-q13.5
EMSY,chr11-q13.5
GDPD4,chr11-q13.5
WNT11,chr11-q13.5
MYO7A,chr11-q13.5
ZNF770,chr15-q14
THBS1,chr15-q14
AQR,chr15-q14
GJD2,chr15-q14
MEIS2,chr15-q14
DPH6,chr15-q14
SPRED1,chr15-q14
FAM98B,chr15-q14
FSIP1,chr15-q14
ACTC1,chr15-q14
NANOGP8,chr15-q14
EMC7,chr15-q14
PGBD4,chr15-q14
KATNBL1,chr15-q14
EMC4,chr15-q14
NOP10,chr15-q14
NUTM1,chr15-q14
SLC12A6,chr15-q14
AVEN,chr15-q14
CHRM5,chr15-q14
CDIN1,chr15-q14
GOLGA8A,chr15-q14
GOLGA8B,chr15-q14
TMCO5A,chr15-q14
RASGRP1,chr15-q14
LPCAT4,chr15-q14
IRAK1BP1,chr6-q14.1
PHIP,chr6-q14.1
PGM3,chr6-q14.1
FILIP1,chr6-q14.1
IBTK,chr6-q14.1
RWDD2A,chr6-q14.1
